event_id,transaction_id,customer_id,customer_name,customer_email,customer_phone,merchant_category,gateway_provider,payment_method,user_device,event_type,failure_category,created_at,amount,customer_age_days,prev_payment_count,prev_success_count,prev_failure_count,historical_success_rate,days_since_last_success,customer_activity_score,failure_category_encoded,attempt_number,hours_since_failure,invoice_age_days,prev_recovery_actions,prev_recovery_outcomes,recovered
EV_107427,TXN_202607427,CUST_1763,Kavya Reddy,kavya.reddy78@company.in,+919093239371,SaaS,Cashfree,Credit Card,Desktop,failed_payment,network_error,2026-08-20 19:42:37,50000.0,115,24,17,7,0.7083,167,5.93,2,2,10.53,0,3,3,1
EV_107428,TXN_202607428,CUST_2059,Sneha Bhat,sneha.bhat97@company.in,+918679245233,E-commerce Retail,Cashfree,UPI,Tablet,failed_payment,network_error,2026-05-31 06:07:37,4029.23,961,20,14,6,0.7,0,7.95,2,1,1.87,0,2,1,1
EV_107429,TXN_202607429,CUST_3043,Arjun Verma,arjun.verma21@outlook.com,+916394533145,SaaS,Stripe,NetBanking,Tablet,failed_payment,network_error,2026-06-27 16:41:37,4032.59,1100,53,51,2,0.9623,0,8.24,2,1,22.04,0,3,2,1
EV_107430,TXN_202607430,CUST_2217,Aarav Singh,aarav.singh91@outlook.com,+917404928296,E-commerce Retail,Razorpay,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-07-12 11:21:37,16310.4,264,47,31,16,0.6596,0,4.52,1,1,74.5,72,4,3,1
EV_107431,TXN_202607431,CUST_2264,Pooja Verma,pooja.verma22@gmail.com,+917258964802,EdTech,CCAvenue,UPI,Desktop,failed_payment,bank_downtime,2026-08-04 03:09:37,527.71,1333,10,7,3,0.7,2,2.71,4,3,14.65,0,3,3,1
EV_107432,TXN_202607432,CUST_1423,Pooja Chopra,pooja.chopra40@outlook.com,+916513003815,SaaS,Cashfree,NetBanking,Tablet,failed_payment,expired_card,2026-07-18 09:45:37,656.28,142,4,4,0,1.0,0,4.38,0,1,1.07,0,2,1,1
EV_107433,TXN_202607433,CUST_3183,Kabir Patel,kabir.patel56@company.in,+917169040850,SaaS,Stripe,UPI,Tablet,failed_payment,insufficient_funds,2026-07-29 11:58:37,46435.22,75,30,22,8,0.7333,0,5.45,1,1,31.83,0,3,3,1
EV_107434,TXN_202607434,CUST_2374,Pooja Singh,pooja.singh8@gmail.com,+919538760086,EdTech,Razorpay,NetBanking,Mobile,overdue_invoice,insufficient_funds,2026-08-13 14:10:37,43069.62,694,27,18,9,0.6667,5,7.04,1,1,84.65,7,2,1,1
EV_107435,TXN_202607435,CUST_1371,Diya Reddy,diya.reddy99@enterprise.in,+918965405644,B2B Wholesale,PayU,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-08-03 02:01:37,14472.84,978,38,29,9,0.7632,6,6.53,3,1,0.37,0,2,1,1
EV_107436,TXN_202607436,CUST_2506,Kabir Sharma,kabir.sharma24@yahoo.com,+916122777002,SaaS,CCAvenue,UPI,Desktop,failed_payment,insufficient_funds,2026-08-13 20:30:37,1843.75,973,34,15,19,0.4412,98,2.19,1,4,7.89,0,4,2,0
EV_107437,TXN_202607437,CUST_1554,Ira Patel,ira.patel86@company.in,+917463957634,E-commerce Retail,CCAvenue,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-04 18:29:37,1742.31,1370,27,23,4,0.8519,0,7.38,3,1,30.09,0,1,1,1
EV_107438,TXN_202607438,CUST_3244,Saanvi Kulkarni,saanvi.kulkarni40@company.in,+916399292268,SaaS,Cashfree,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-07-25 18:19:37,1702.75,113,49,34,15,0.6939,0,7.14,3,1,0.9,0,3,3,1
EV_107439,TXN_202607439,CUST_1553,Ira Joshi,ira.joshi12@enterprise.in,+918658868885,E-commerce Retail,Stripe,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-08-20 22:50:37,4182.33,30,49,35,14,0.7143,0,7.68,3,1,9.04,0,5,5,1
EV_107440,TXN_202607440,CUST_1284,Reyansh Patel,reyansh.patel35@enterprise.in,+918990032969,EdTech,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-08-26 22:29:37,2371.79,1133,21,17,4,0.8095,0,7.75,1,2,19.64,0,3,3,0
EV_107441,TXN_202607441,CUST_1585,Reyansh Kumar,reyansh.kumar11@gmail.com,+916718955214,SaaS,PayU,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-06-29 21:38:37,5197.69,1082,37,12,25,0.3243,163,8.72,3,2,10.6,0,0,0,1
EV_107442,TXN_202607442,CUST_1498,Riya Patel,riya.patel95@company.in,+919261998854,SaaS,Stripe,Credit Card,Tablet,failed_payment,network_error,2026-08-19 19:23:37,1043.3,863,36,17,19,0.4722,19,7.09,2,3,1.68,0,2,0,1
EV_107443,TXN_202607443,CUST_2410,Ishaan Singh,ishaan.singh67@company.in,+916537443660,E-commerce Retail,Stripe,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-07-10 23:43:37,1399.46,218,51,41,10,0.8039,0,7.4,3,1,12.96,0,2,1,1
EV_107444,TXN_202607444,CUST_1760,Diya Gupta,diya.gupta63@company.in,+916590612666,B2B Wholesale,Razorpay,Credit Card,Desktop,failed_payment,bank_downtime,2026-08-18 07:31:37,1150.26,823,15,10,5,0.6667,0,2.79,4,1,2.5,0,2,2,1
EV_107445,TXN_202607445,CUST_2547,Aarav Gupta,aarav.gupta16@enterprise.in,+916416026153,E-commerce Retail,Stripe,UPI,Mobile,failed_payment,network_error,2026-07-07 16:14:37,6698.83,1266,23,17,6,0.7391,0,3.7,2,1,3.78,0,5,3,1
EV_107446,TXN_202607446,CUST_2175,Ira Patel,ira.patel26@gmail.com,+916756246771,SaaS,Stripe,Credit Card,Tablet,failed_payment,bank_downtime,2026-08-01 21:38:37,2547.06,395,20,14,6,0.7,0,7.68,4,1,0.1,0,1,1,1
EV_107447,TXN_202607447,CUST_1019,Meera Chopra,meera.chopra20@yahoo.com,+919274958945,E-commerce Retail,Cashfree,UPI,Desktop,failed_payment,expired_card,2026-07-10 23:23:37,8141.42,437,16,13,3,0.8125,0,7.83,0,2,44.11,0,1,1,1
EV_107448,TXN_202607448,CUST_1223,Vihaan Mehta,vihaan.mehta77@enterprise.in,+916070589284,E-commerce Retail,Stripe,UPI,Mobile,failed_payment,expired_card,2026-06-26 12:11:37,4092.96,1053,44,25,19,0.5682,2,7.49,0,1,9.9,0,1,0,1
EV_107449,TXN_202607449,CUST_1593,Ishaan Joshi,ishaan.joshi18@company.in,+919422102965,EdTech,Cashfree,Credit Card,Desktop,failed_payment,insufficient_funds,2026-07-20 19:12:37,37200.11,480,40,32,8,0.8,0,8.34,1,2,23.68,0,5,5,1
EV_107450,TXN_202607450,CUST_3088,Aadhya Kumar,aadhya.kumar4@yahoo.com,+919009189377,E-commerce Retail,Razorpay,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-25 10:45:37,2571.24,749,33,23,10,0.697,0,5.5,3,1,24.6,0,3,2,0
EV_107451,TXN_202607451,CUST_3474,Riya Verma,riya.verma21@outlook.com,+919745239900,SaaS,Stripe,Wallet,Tablet,checkout_abandonment,user_timeout,2026-06-23 09:37:37,25000.0,740,48,31,17,0.6458,6,5.95,3,1,21.02,0,0,0,1
EV_107452,TXN_202607452,CUST_1278,Arjun Joshi,arjun.joshi72@yahoo.com,+918844242456,EdTech,PayU,UPI,Tablet,failed_payment,user_timeout,2026-07-06 23:10:37,41505.12,454,38,28,10,0.7368,0,5.37,3,1,6.55,0,5,5,1
EV_107453,TXN_202607453,CUST_1242,Vihaan Singh,vihaan.singh91@company.in,+916921572928,B2B Wholesale,CCAvenue,UPI,Mobile,failed_payment,network_error,2026-08-09 21:58:37,2770.07,563,42,27,15,0.6429,181,6.67,2,2,35.68,0,2,2,1
EV_107454,TXN_202607454,CUST_2941,Ananya Joshi,ananya.joshi79@company.in,+917313820112,EdTech,CCAvenue,Debit Card,Desktop,failed_payment,user_timeout,2026-07-20 08:48:37,11592.44,1021,35,22,13,0.6286,7,4.81,3,2,22.78,0,4,2,1
EV_107455,TXN_202607455,CUST_2816,Ishaan Chopra,ishaan.chopra21@yahoo.com,+918218205830,EdTech,Cashfree,Credit Card,Tablet,failed_payment,network_error,2026-07-08 16:16:37,1105.43,1386,37,29,8,0.7838,0,7.15,2,1,12.16,0,4,4,1
EV_107456,TXN_202607456,CUST_2687,Aarav Malhotra,aarav.malhotra36@yahoo.com,+919525113411,SaaS,CCAvenue,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-07-05 16:49:37,57856.72,424,33,30,3,0.9091,0,3.83,1,1,144.65,72,2,2,1
EV_107457,TXN_202607457,CUST_3281,Rohan Sharma,rohan.sharma90@yahoo.com,+917532872429,B2B Wholesale,CCAvenue,UPI,Desktop,failed_payment,bank_downtime,2026-08-22 19:18:37,50000.0,904,52,42,10,0.8077,149,3.63,4,2,20.23,0,3,2,1
EV_107458,TXN_202607458,CUST_1329,Rohan Joshi,rohan.joshi75@company.in,+917267841227,B2B Wholesale,Cashfree,Debit Card,Desktop,failed_payment,insufficient_funds,2026-07-17 19:07:37,3303.75,1226,15,11,4,0.7333,0,8.22,1,4,14.14,0,3,2,0
EV_107459,TXN_202607459,CUST_2775,Pooja Joshi,pooja.joshi77@enterprise.in,+919144551686,EdTech,Cashfree,Credit Card,Desktop,failed_payment,insufficient_funds,2026-06-23 08:41:37,3064.73,194,31,26,5,0.8387,0,8.27,1,3,22.79,0,0,0,0
EV_107460,TXN_202607460,CUST_2686,Pooja Nair,pooja.nair21@gmail.com,+917505183295,B2B Wholesale,Cashfree,Debit Card,Mobile,failed_payment,bank_downtime,2026-06-09 12:04:37,3828.05,1247,42,26,16,0.619,89,3.42,4,2,1.79,0,1,0,0
EV_107461,TXN_202607461,CUST_2379,Reyansh Chopra,reyansh.chopra94@outlook.com,+918781267374,EdTech,Stripe,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-11 16:22:37,12052.26,1034,22,12,10,0.5455,0,9.16,3,2,1.41,0,1,0,1
EV_107462,TXN_202607462,CUST_1721,Pooja Patel,pooja.patel70@outlook.com,+917610883633,EdTech,Razorpay,UPI,Desktop,failed_payment,expired_card,2026-08-28 11:07:37,1886.36,1183,40,28,12,0.7,0,6.47,0,5,53.45,0,3,2,1
EV_107463,TXN_202607463,CUST_2673,Pooja Mehta,pooja.mehta67@enterprise.in,+919266673090,EdTech,PayU,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-24 23:58:37,10000.0,999,19,14,5,0.7368,0,4.99,1,1,76.95,19,0,0,0
EV_107464,TXN_202607464,CUST_1444,Pooja Sharma,pooja.sharma42@outlook.com,+916391756438,EdTech,Cashfree,Debit Card,Tablet,failed_payment,insufficient_funds,2026-07-31 17:17:37,846.77,470,50,37,13,0.74,0,8.11,1,1,1.9,0,2,0,1
EV_107465,TXN_202607465,CUST_1693,Vivaan Kumar,vivaan.kumar97@outlook.com,+916240682864,E-commerce Retail,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-06-22 18:31:37,1155.36,194,23,17,6,0.7391,0,7.66,1,3,1.62,0,4,3,1
EV_107466,TXN_202607466,CUST_2400,Aditya Patel,aditya.patel1@outlook.com,+919653278198,E-commerce Retail,PayU,UPI,Mobile,failed_payment,expired_card,2026-06-13 00:46:37,3128.39,770,5,4,1,0.8,0,6.18,0,2,4.21,0,4,3,0
EV_107467,TXN_202607467,CUST_3159,Riya Gupta,riya.gupta15@outlook.com,+916696157950,B2B Wholesale,CCAvenue,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-01 06:36:37,3200.62,1484,45,38,7,0.8444,0,4.26,3,1,49.51,0,1,1,1
EV_107468,TXN_202607468,CUST_1791,Reyansh Kumar,reyansh.kumar87@company.in,+919934890361,SaaS,Razorpay,Credit Card,Desktop,failed_payment,insufficient_funds,2026-07-26 01:35:37,1082.67,722,36,16,20,0.4444,4,7.01,1,3,4.42,0,2,1,0
EV_107469,TXN_202607469,CUST_1560,Sneha Verma,sneha.verma59@enterprise.in,+918165512104,EdTech,PayU,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-01 15:09:37,20483.94,952,11,3,8,0.2727,4,8.32,3,1,1.31,0,3,1,0
EV_107470,TXN_202607470,CUST_1554,Ira Patel,ira.patel86@company.in,+917463957634,B2B Wholesale,Razorpay,UPI,Desktop,failed_payment,bank_downtime,2026-08-04 17:55:37,4865.52,1370,28,24,4,0.8571,0,7.38,4,1,33.45,0,2,2,1
EV_107471,TXN_202607471,CUST_2126,Vihaan Sharma,vihaan.sharma31@enterprise.in,+918516975722,B2B Wholesale,Stripe,UPI,Desktop,failed_payment,insufficient_funds,2026-07-25 08:32:37,5043.1,444,19,10,9,0.5263,0,8.87,1,1,6.94,0,5,4,1
EV_107472,TXN_202607472,CUST_1190,Kavya Chopra,kavya.chopra91@company.in,+917243458354,EdTech,Cashfree,UPI,Desktop,failed_payment,bank_downtime,2026-06-05 20:51:37,21477.94,858,13,9,4,0.6923,0,7.99,4,1,5.5,0,5,4,1
EV_107473,TXN_202607473,CUST_2872,Vihaan Verma,vihaan.verma92@yahoo.com,+916542451142,EdTech,Razorpay,UPI,Tablet,failed_payment,network_error,2026-07-02 18:37:37,538.06,1157,26,16,10,0.6154,4,7.92,2,1,0.25,0,2,2,1
EV_107474,TXN_202607474,CUST_2287,Arjun Mehta,arjun.mehta29@company.in,+918920495836,B2B Wholesale,Razorpay,UPI,Tablet,failed_payment,bank_downtime,2026-07-12 11:50:37,28466.47,637,34,25,9,0.7353,0,5.64,4,1,11.42,0,1,1,1
EV_107475,TXN_202607475,CUST_2971,Arjun Mehta,arjun.mehta46@outlook.com,+917742864910,EdTech,Razorpay,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-08-21 02:02:37,4060.03,1313,32,24,8,0.75,0,5.38,3,1,0.14,0,4,4,1
EV_107476,TXN_202607476,CUST_2821,Diya Sharma,diya.sharma55@company.in,+917398807003,E-commerce Retail,CCAvenue,UPI,Desktop,failed_payment,user_timeout,2026-06-15 00:26:37,3588.81,689,42,35,7,0.8333,6,5.44,3,1,16.57,0,2,1,0
EV_107477,TXN_202607477,CUST_3489,Sneha Nair,sneha.nair13@outlook.com,+917948774138,B2B Wholesale,Razorpay,Wallet,Desktop,checkout_abandonment,user_timeout,2026-08-04 04:16:37,1196.85,64,12,5,7,0.4167,77,2.63,3,2,19.27,0,2,0,0
EV_107478,TXN_202607478,CUST_2647,Vivaan Reddy,vivaan.reddy34@enterprise.in,+917633334081,E-commerce Retail,PayU,UPI,Desktop,failed_payment,insufficient_funds,2026-08-25 06:41:37,6794.32,1438,44,26,18,0.5909,0,7.24,1,2,25.2,0,2,1,0
EV_107479,TXN_202607479,CUST_2580,Diya Reddy,diya.reddy39@outlook.com,+916092098088,SaaS,Razorpay,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-07-21 20:46:37,24142.95,1008,6,3,3,0.5,0,5.4,1,1,39.14,49,0,0,0
EV_107480,TXN_202607480,CUST_2698,Reyansh Chopra,reyansh.chopra25@company.in,+917607201922,EdTech,CCAvenue,UPI,Desktop,failed_payment,bank_downtime,2026-08-07 10:06:37,4081.61,1176,17,7,10,0.4118,68,3.53,4,5,15.5,0,2,0,0
EV_107481,TXN_202607481,CUST_2998,Rohan Verma,rohan.verma86@gmail.com,+919459489504,SaaS,CCAvenue,Credit Card,Mobile,failed_payment,expired_card,2026-07-17 15:41:37,50000.0,951,46,31,15,0.6739,142,8.12,0,3,4.09,0,3,2,0
EV_107482,TXN_202607482,CUST_1301,Pooja Mehta,pooja.mehta68@company.in,+918268486276,EdTech,Stripe,UPI,Mobile,failed_payment,network_error,2026-08-26 23:44:37,19934.33,197,49,42,7,0.8571,0,9.11,2,1,46.03,0,2,2,1
EV_107483,TXN_202607483,CUST_1997,Kunal Mehta,kunal.mehta53@yahoo.com,+919694470519,E-commerce Retail,Razorpay,UPI,Tablet,checkout_abandonment,user_timeout,2026-08-06 09:30:37,25000.0,921,9,6,3,0.6667,0,8.55,3,2,3.66,0,3,3,1
EV_107484,TXN_202607484,CUST_2171,Kabir Nair,kabir.nair28@outlook.com,+918064789221,SaaS,PayU,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-08-20 04:31:37,841.41,1307,52,45,7,0.8654,2,3.29,3,1,3.28,0,3,2,1
EV_107485,TXN_202607485,CUST_3321,Vivaan Gupta,vivaan.gupta30@yahoo.com,+917459991296,E-commerce Retail,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-01 04:30:37,3295.9,855,39,30,9,0.7692,0,8.21,3,1,1.79,0,1,1,1
EV_107486,TXN_202607486,CUST_1859,Rohan Mehta,rohan.mehta23@company.in,+916298064202,EdTech,Stripe,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-06-06 00:01:37,25711.01,572,36,29,7,0.8056,0,7.22,1,1,229.74,52,2,1,1
EV_107487,TXN_202607487,CUST_2371,Ira Patel,ira.patel6@outlook.com,+919795043735,E-commerce Retail,Cashfree,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-04 07:19:37,25000.0,627,20,16,4,0.8,0,4.79,3,2,12.25,0,2,2,1
EV_107488,TXN_202607488,CUST_2054,Aadhya Singh,aadhya.singh17@yahoo.com,+919614378003,SaaS,Razorpay,UPI,Tablet,failed_payment,network_error,2026-08-07 04:26:37,6659.14,334,22,14,8,0.6364,0,5.66,2,1,9.8,0,4,4,0
EV_107489,TXN_202607489,CUST_2743,Rohan Bhat,rohan.bhat15@enterprise.in,+919466575851,E-commerce Retail,PayU,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-07-05 04:51:37,18928.92,1328,33,22,11,0.6667,0,8.96,3,1,2.05,0,2,1,1
EV_107490,TXN_202607490,CUST_2409,Riya Joshi,riya.joshi34@enterprise.in,+918155525720,SaaS,Cashfree,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-08-28 12:55:37,20002.85,1486,23,15,8,0.6522,117,4.1,3,1,8.41,0,3,0,0
EV_107491,TXN_202607491,CUST_3283,Ishaan Mehta,ishaan.mehta30@gmail.com,+919145806843,SaaS,Razorpay,UPI,Desktop,failed_payment,network_error,2026-08-26 00:56:37,8354.52,351,15,11,4,0.7333,4,4.11,2,1,4.22,0,1,1,1
EV_107492,TXN_202607492,CUST_3158,Arjun Patel,arjun.patel48@enterprise.in,+919363635650,EdTech,PayU,Credit Card,Tablet,failed_payment,insufficient_funds,2026-08-09 03:40:37,3118.54,1277,24,21,3,0.875,0,6.06,1,2,19.54,0,4,3,1
EV_107493,TXN_202607493,CUST_2406,Ishaan Nair,ishaan.nair96@enterprise.in,+919000309201,EdTech,Stripe,Credit Card,Mobile,failed_payment,insufficient_funds,2026-08-08 05:49:37,1005.85,316,23,14,9,0.6087,4,7.11,1,1,1.92,0,3,2,0
EV_107494,TXN_202607494,CUST_2570,Pooja Malhotra,pooja.malhotra18@gmail.com,+917884966940,E-commerce Retail,Stripe,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-06-25 05:57:37,2943.95,1174,33,15,18,0.4545,3,6.17,3,1,4.48,0,3,2,1
EV_107495,TXN_202607495,CUST_1855,Reyansh Chopra,reyansh.chopra16@gmail.com,+916371026639,E-commerce Retail,Razorpay,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-05-30 18:47:37,1777.1,1336,41,31,10,0.7561,0,7.1,3,1,22.31,0,2,2,1
EV_107496,TXN_202607496,CUST_3441,Meera Gupta,meera.gupta79@gmail.com,+916356387258,SaaS,Razorpay,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-06-22 18:32:37,6888.27,653,50,39,11,0.78,0,7.92,3,1,7.44,0,4,4,1
EV_107497,TXN_202607497,CUST_2076,Ishaan Chopra,ishaan.chopra37@gmail.com,+918864985663,B2B Wholesale,CCAvenue,UPI,Desktop,failed_payment,network_error,2026-07-23 19:14:37,646.28,454,33,22,11,0.6667,0,8.28,2,2,3.46,0,1,1,1
EV_107498,TXN_202607498,CUST_1988,Vihaan Bhat,vihaan.bhat27@yahoo.com,+918133445095,EdTech,CCAvenue,Debit Card,Mobile,failed_payment,bank_downtime,2026-06-16 01:58:37,5165.64,1412,38,19,19,0.5,0,4.78,4,1,4.79,0,3,1,0
EV_107499,TXN_202607499,CUST_1440,Arjun Patel,arjun.patel34@yahoo.com,+919977319895,E-commerce Retail,PayU,Debit Card,Tablet,failed_payment,insufficient_funds,2026-06-10 04:34:37,47940.03,627,30,23,7,0.7667,0,5.9,1,2,4.11,0,5,3,1
EV_107500,TXN_202607500,CUST_3272,Saanvi Nair,saanvi.nair26@outlook.com,+917394640559,SaaS,Razorpay,NetBanking,Tablet,failed_payment,bank_downtime,2026-07-16 02:38:37,5733.37,1309,6,2,4,0.3333,104,2.83,4,5,17.29,0,2,0,0
EV_107501,TXN_202607501,CUST_2895,Riya Mehta,riya.mehta74@enterprise.in,+916160100210,EdTech,CCAvenue,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-07-30 16:19:37,4112.7,973,30,19,11,0.6333,0,5.92,3,1,2.1,0,3,3,1
EV_107502,TXN_202607502,CUST_2052,Vivaan Joshi,vivaan.joshi60@outlook.com,+918781466400,B2B Wholesale,CCAvenue,Credit Card,Mobile,failed_payment,bank_downtime,2026-06-09 19:45:37,2214.68,729,48,33,15,0.6875,0,5.92,4,1,35.2,0,2,2,1
EV_107503,TXN_202607503,CUST_2750,Vihaan Kumar,vihaan.kumar69@company.in,+917067843621,E-commerce Retail,Cashfree,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-22 06:06:37,23700.69,104,20,12,8,0.6,0,7.0,3,1,2.56,0,4,2,1
EV_107504,TXN_202607504,CUST_1604,Diya Kulkarni,diya.kulkarni63@enterprise.in,+916467432617,EdTech,CCAvenue,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-06-21 08:35:37,25000.0,655,17,13,4,0.7647,0,6.5,3,1,0.39,0,1,0,1
EV_107505,TXN_202607505,CUST_2877,Pooja Reddy,pooja.reddy36@gmail.com,+917721735754,SaaS,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-07-11 20:57:37,4778.54,444,24,12,12,0.5,0,5.34,3,1,3.76,0,3,2,1
EV_107506,TXN_202607506,CUST_2364,Riya Rao,riya.rao16@company.in,+916290805791,EdTech,PayU,Credit Card,Mobile,failed_payment,network_error,2026-08-16 05:15:37,7773.57,1499,36,29,7,0.8056,0,6.13,2,4,3.05,0,4,3,1
EV_107507,TXN_202607507,CUST_3192,Aditya Malhotra,aditya.malhotra83@outlook.com,+916220580048,B2B Wholesale,Cashfree,Credit Card,Mobile,failed_payment,expired_card,2026-08-17 07:38:37,50000.0,1458,5,3,2,0.6,6,7.4,0,1,17.96,0,4,2,1
EV_107508,TXN_202607508,CUST_2807,Sneha Sharma,sneha.sharma56@gmail.com,+919092296768,B2B Wholesale,Stripe,NetBanking,Desktop,failed_payment,insufficient_funds,2026-07-11 21:12:37,746.59,1221,37,30,7,0.8108,0,7.33,1,3,22.25,0,2,2,1
EV_107509,TXN_202607509,CUST_3066,Sneha Bhat,sneha.bhat35@yahoo.com,+916096889933,B2B Wholesale,Razorpay,Debit Card,Mobile,failed_payment,insufficient_funds,2026-06-22 16:12:37,3844.04,1171,46,33,13,0.7174,17,7.19,1,2,6.35,0,3,3,1
EV_107510,TXN_202607510,CUST_3058,Aarav Singh,aarav.singh28@outlook.com,+919695209531,EdTech,CCAvenue,UPI,Desktop,checkout_abandonment,user_timeout,2026-07-05 04:54:37,499.0,55,25,16,9,0.64,0,6.54,3,1,0.57,0,3,1,1
EV_107511,TXN_202607511,CUST_1871,Ira Mehta,ira.mehta3@gmail.com,+917457218442,EdTech,CCAvenue,Credit Card,Desktop,failed_payment,network_error,2026-07-03 18:14:37,4382.62,950,7,4,3,0.5714,0,6.01,2,2,4.8,0,2,2,1
EV_107512,TXN_202607512,CUST_2270,Vihaan Sharma,vihaan.sharma90@company.in,+919114796986,EdTech,Stripe,Debit Card,Desktop,failed_payment,user_timeout,2026-07-08 19:40:37,1530.29,965,14,5,9,0.3571,9,7.27,3,2,15.46,0,1,0,0
EV_107513,TXN_202607513,CUST_3024,Arjun Joshi,arjun.joshi44@yahoo.com,+919466572408,SaaS,Razorpay,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-08-12 10:24:37,15697.57,607,47,24,23,0.5106,0,4.74,1,1,46.97,10,2,1,0
EV_107514,TXN_202607514,CUST_1229,Aadhya Rao,aadhya.rao18@gmail.com,+919075390099,SaaS,Cashfree,Credit Card,Tablet,failed_payment,expired_card,2026-08-15 22:51:37,2124.07,403,38,23,15,0.6053,0,1.7,0,1,26.57,0,4,1,0
EV_107515,TXN_202607515,CUST_1025,Ira Patel,ira.patel29@gmail.com,+916304912982,E-commerce Retail,PayU,Credit Card,Tablet,failed_payment,insufficient_funds,2026-06-16 20:32:37,1677.84,1235,49,31,18,0.6327,0,8.56,1,1,26.24,0,2,2,1
EV_107516,TXN_202607516,CUST_3219,Meera Mehta,meera.mehta40@enterprise.in,+918848912787,SaaS,CCAvenue,Debit Card,Desktop,failed_payment,network_error,2026-07-05 17:38:37,5660.99,1340,8,5,3,0.625,5,6.56,2,1,3.44,0,5,3,1
EV_107517,TXN_202607517,CUST_1259,Saanvi Gupta,saanvi.gupta66@enterprise.in,+916456056539,B2B Wholesale,CCAvenue,UPI,Desktop,failed_payment,user_timeout,2026-08-11 06:51:37,4246.41,788,24,21,3,0.875,0,7.98,3,4,16.85,0,2,2,1
EV_107518,TXN_202607518,CUST_1115,Kabir Rao,kabir.rao76@gmail.com,+919284620817,E-commerce Retail,CCAvenue,NetBanking,Tablet,failed_payment,expired_card,2026-07-02 05:07:37,21601.09,1208,49,25,24,0.5102,0,4.05,0,1,20.33,0,4,1,0
EV_107519,TXN_202607519,CUST_3095,Vivaan Singh,vivaan.singh16@enterprise.in,+918109254172,E-commerce Retail,Stripe,UPI,Tablet,failed_payment,expired_card,2026-06-20 14:13:37,3891.84,1229,16,12,4,0.75,0,8.28,0,2,2.03,0,3,3,0
EV_107520,TXN_202607520,CUST_1612,Kabir Sharma,kabir.sharma27@enterprise.in,+919898653873,SaaS,Stripe,UPI,Tablet,failed_payment,insufficient_funds,2026-06-04 06:00:37,1582.68,1399,27,26,1,0.963,0,6.36,1,2,19.91,0,3,3,1
EV_107521,TXN_202607521,CUST_1752,Kabir Chopra,kabir.chopra55@yahoo.com,+919907283761,SaaS,CCAvenue,UPI,Tablet,failed_payment,user_timeout,2026-07-31 12:00:37,1259.21,342,43,16,27,0.3721,0,8.49,3,2,19.12,0,4,1,1
EV_107522,TXN_202607522,CUST_1029,Vivaan Rao,vivaan.rao83@gmail.com,+916260329455,E-commerce Retail,CCAvenue,NetBanking,Mobile,failed_payment,bank_downtime,2026-08-04 16:42:37,751.86,1368,31,21,10,0.6774,0,4.21,4,3,9.31,0,4,2,1
EV_107523,TXN_202607523,CUST_3353,Vihaan Rao,vihaan.rao58@gmail.com,+918601384619,E-commerce Retail,CCAvenue,UPI,Tablet,failed_payment,bank_downtime,2026-06-24 23:23:37,500.0,788,6,3,3,0.5,0,8.45,4,2,14.26,0,2,1,1
EV_107524,TXN_202607524,CUST_2259,Sneha Kulkarni,sneha.kulkarni19@yahoo.com,+919215771198,SaaS,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-27 22:29:37,5455.13,735,18,13,5,0.7222,0,4.54,3,1,2.09,0,4,3,1
